year,month,era,key_event,category,mental_state,intensity,source,track_theme,_themes_list,matched_themes,matched_tracks,n_tracks,event_coef_mean,event_coef_median,event_coef_min,event_coef_max,matched_themes_str,matched_tracks_str
2009,7,Post-808s Era,Early My Beautiful Dark Fantasy concepts,music,creative_peak,3,Pitchfork,"escapism, fantasy, excess","['escapism', 'fantasy', 'excess']","['escapism', 'fantasy', 'excess']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(76.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(49.0), 'coef': 76.0}, {'track': np.float64(82.0), 'coef': 74.0}, {'track': np.float64(210.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}]",8,73.375,80.0,40.0,91.0,"escapism, fantasy, excess",67.0 (91.000); 72.0 (91.000); 76.0 (91.000); 131.0 (84.000); 49.0 (76.000); 82.0 (74.000); 210.0 (40.000); 213.0 (40.000)
2009,8,Post-808s Era,Tour appearances,music,neutral,2,-- ,"chaos, fame, consequences","['chaos', 'fame', 'consequences']","['chaos', 'fame', 'consequences']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(105.0), 'coef': 77.0}, {'track': np.float64(119.0), 'coef': 77.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(106.0), 'coef': 77.0}, {'track': np.float64(50.0), 'coef': 76.0}, {'track': np.float64(53.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(66.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(200.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}]",19,68.63157894736842,76.0,40.0,91.0,"chaos, fame, consequences",67.0 (91.000); 69.0 (91.000); 71.0 (91.000); 33.0 (84.000); 129.0 (84.000); 105.0 (77.000); 119.0 (77.000); 109.0 (77.000); 106.0 (77.000); 50.0 (76.000); 53.0 (76.000); 87.0 (74.000); 66.0 (74.000); 181.0 (46.000); 199.0 (43.000); 200.0 (43.000); 201.0 (43.000); 209.0 (40.000); 213.0 (40.000)
2009,9,Post-808s Era,Taylor Swift VMA interruption,public,chaotic,5,VMA,"chaos, spectacle, ego","['chaos', 'spectacle', 'ego']","['chaos', 'spectacle', 'ego']","[{'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(124.0), 'coef': 65.0}, {'track': np.float64(122.0), 'coef': 65.0}, {'track': np.float64(155.0), 'coef': 59.0}, {'track': np.float64(172.0), 'coef': 59.0}, {'track': np.float64(177.0), 'coef': 46.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(204.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}]",21,63.904761904761905,65.0,40.0,91.0,"chaos, spectacle, ego",69.0 (91.000); 71.0 (91.000); 72.0 (91.000); 131.0 (84.000); 129.0 (84.000); 109.0 (77.000); 48.0 (76.000); 47.0 (76.000); 87.0 (74.000); 124.0 (65.000); 122.0 (65.000); 155.0 (59.000); 172.0 (59.000); 177.0 (46.000); 181.0 (46.000); 189.0 (46.000); 190.0 (43.000); 199.0 (43.000); 201.0 (43.000); 204.0 (43.000); 209.0 (40.000)
2009,10,Post-808s Era,Massive public backlash,public,depressive_low,5,NYTimes,"conflict, reputation, pressure","['conflict', 'reputation', 'pressure']","['conflict', 'reputation', 'pressure']","[{'track': np.float64(30.0), 'coef': 84.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(41.0), 'coef': 84.0}, {'track': np.float64(56.0), 'coef': 74.0}, {'track': np.float64(91.0), 'coef': 74.0}, {'track': np.float64(148.0), 'coef': 59.0}, {'track': np.float64(154.0), 'coef': 59.0}, {'track': np.float64(156.0), 'coef': 59.0}, {'track': np.float64(170.0), 'coef': 59.0}, {'track': np.float64(138.0), 'coef': 54.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(193.0), 'coef': 43.0}, {'track': np.float64(198.0), 'coef': 43.0}]",13,63.23076923076923,59.0,43.0,84.0,"conflict, reputation, pressure",30.0 (84.000); 33.0 (84.000); 41.0 (84.000); 56.0 (74.000); 91.0 (74.000); 148.0 (59.000); 154.0 (59.000); 156.0 (59.000); 170.0 (59.000); 138.0 (54.000); 189.0 (46.000); 193.0 (43.000); 198.0 (43.000)
2009,11,Post-808s Era,Self-isolation in Italy,personal,depressive_low,4,Guardian,"emotional distance, control, isolation","['emotional distance', 'control', 'isolation']","['emotional distance', 'control', 'isolation']","[{'track': np.float64(26.0), 'coef': 84.0}, {'track': np.float64(59.0), 'coef': 74.0}, {'track': np.float64(61.0), 'coef': 74.0}, {'track': np.float64(66.0), 'coef': 74.0}]",4,76.5,74.0,74.0,84.0,"emotional distance, control, isolation",26.0 (84.000); 59.0 (74.000); 61.0 (74.000); 66.0 (74.000)
2009,12,Post-808s Era,Move to Hawaii for creation camp,music,creative_peak,4,RollingStone,"spiritual transformation, liberation, search for faith, search for meaning","['spiritual transformation', 'liberation', 'search for faith', 'search for meaning']","['spiritual transformation', 'liberation', 'search for faith', 'search for meaning']","[{'track': np.float64(39.0), 'coef': 84.0}, {'track': np.float64(132.0), 'coef': 84.0}, {'track': np.float64(4.0), 'coef': 81.0}]",3,83.0,84.0,81.0,84.0,"spiritual transformation, liberation, search for faith, search for meaning",39.0 (84.000); 132.0 (84.000); 4.0 (81.000)
2010,1,MBDTF Era,Hawaii sessions full swing,music,creative_peak,5,Pitchfork,"alcohol, women, escapism","['alcohol', 'women', 'escapism']","['alcohol', 'women', 'escapism']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(76.0), 'coef': 91.0}, {'track': np.float64(96.0), 'coef': 83.0}, {'track': np.float64(118.0), 'coef': 77.0}, {'track': np.float64(49.0), 'coef': 76.0}, {'track': np.float64(82.0), 'coef': 74.0}]",6,82.0,80.0,74.0,91.0,"alcohol, women, escapism",67.0 (91.000); 76.0 (91.000); 96.0 (83.000); 118.0 (77.000); 49.0 (76.000); 82.0 (74.000)
2010,2,MBDTF Era,Power created,music,creative_peak,5,Billboard,"chaos, rebellion, energy","['chaos', 'rebellion', 'energy']","['chaos', 'rebellion', 'energy']","[{'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(80.0), 'coef': 74.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}]",9,63.55555555555556,74.0,40.0,91.0,"chaos, rebellion, energy",71.0 (91.000); 129.0 (84.000); 109.0 (77.000); 80.0 (74.000); 87.0 (74.000); 181.0 (46.000); 199.0 (43.000); 201.0 (43.000); 209.0 (40.000)
2010,3,MBDTF Era,Runaway conceptualization,music,creative_peak,5,RollingStone,"judgment, misunderstanding, struggle","['judgment', 'misunderstanding', 'struggle']","['judgment', 'misunderstanding', 'struggle']","[{'track': np.float64(68.0), 'coef': 91.0}, {'track': np.float64(130.0), 'coef': 84.0}, {'track': np.float64(135.0), 'coef': 84.0}, {'track': np.float64(7.0), 'coef': 81.0}, {'track': np.float64(121.0), 'coef': 77.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(90.0), 'coef': 74.0}, {'track': np.float64(149.0), 'coef': 59.0}, {'track': np.float64(151.0), 'coef': 59.0}, {'track': np.float64(160.0), 'coef': 59.0}, {'track': np.float64(144.0), 'coef': 54.0}, {'track': np.float64(175.0), 'coef': 46.0}, {'track': np.float64(187.0), 'coef': 46.0}, {'track': np.float64(191.0), 'coef': 43.0}, {'track': np.float64(203.0), 'coef': 43.0}]",15,64.93333333333334,59.0,43.0,91.0,"judgment, misunderstanding, struggle",68.0 (91.000); 130.0 (84.000); 135.0 (84.000); 7.0 (81.000); 121.0 (77.000); 87.0 (74.000); 90.0 (74.000); 149.0 (59.000); 151.0 (59.000); 160.0 (59.000); 144.0 (54.000); 175.0 (46.000); 187.0 (46.000); 191.0 (43.000); 203.0 (43.000)
2010,4,MBDTF Era,Monster recording,music,creative_peak,5,Pitchfork,"chaos, spectacle, ego","['chaos', 'spectacle', 'ego']","['chaos', 'spectacle', 'ego']","[{'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(124.0), 'coef': 65.0}, {'track': np.float64(122.0), 'coef': 65.0}, {'track': np.float64(155.0), 'coef': 59.0}, {'track': np.float64(172.0), 'coef': 59.0}, {'track': np.float64(177.0), 'coef': 46.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(189.0), 'coef': 46.0}, {'track': np.float64(190.0), 'coef': 43.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(204.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}]",21,63.904761904761905,65.0,40.0,91.0,"chaos, spectacle, ego",69.0 (91.000); 71.0 (91.000); 72.0 (91.000); 131.0 (84.000); 129.0 (84.000); 109.0 (77.000); 48.0 (76.000); 47.0 (76.000); 87.0 (74.000); 124.0 (65.000); 122.0 (65.000); 155.0 (59.000); 172.0 (59.000); 177.0 (46.000); 181.0 (46.000); 189.0 (46.000); 190.0 (43.000); 199.0 (43.000); 201.0 (43.000); 204.0 (43.000); 209.0 (40.000)
2010,5,MBDTF Era,Nicki Minaj verse recording,music,creative_peak,5,Billboard,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2010,6,MBDTF Era,Good Fridays begin,public,joy,4,Guardian,"intro, start","['intro', 'start']","['intro', 'start']","[{'track': np.float64(21.0), 'coef': 84.0}, {'track': np.float64(0.0), 'coef': 81.0}]",2,82.5,82.5,81.0,84.0,"intro, start",21.0 (84.000); 0.0 (81.000)
2010,7,MBDTF Era,Runaway film production begins,music,creative_peak,5,Variety,"chaos, fame, consequences","['chaos', 'fame', 'consequences']","['chaos', 'fame', 'consequences']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(105.0), 'coef': 77.0}, {'track': np.float64(119.0), 'coef': 77.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(106.0), 'coef': 77.0}, {'track': np.float64(50.0), 'coef': 76.0}, {'track': np.float64(53.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(66.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(200.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}]",19,68.63157894736842,76.0,40.0,91.0,"chaos, fame, consequences",67.0 (91.000); 69.0 (91.000); 71.0 (91.000); 33.0 (84.000); 129.0 (84.000); 105.0 (77.000); 119.0 (77.000); 109.0 (77.000); 106.0 (77.000); 50.0 (76.000); 53.0 (76.000); 87.0 (74.000); 66.0 (74.000); 181.0 (46.000); 199.0 (43.000); 200.0 (43.000); 201.0 (43.000); 209.0 (40.000); 213.0 (40.000)
2010,8,MBDTF Era,Runaway teaser released,public,joy,4,YouTube,intro,['intro'],['intro'],"[{'track': np.float64(21.0), 'coef': 84.0}, {'track': np.float64(0.0), 'coef': 81.0}]",2,82.5,82.5,81.0,84.0,intro,21.0 (84.000); 0.0 (81.000)
2010,9,MBDTF Era,Album finalization,music,creative_peak,5,Pitchfork,"new stage, overcoming difficulties, system","['new stage', 'overcoming difficulties', 'system']","['new stage', 'overcoming difficulties', 'system']","[{'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(92.0), 'coef': 83.0}, {'track': np.float64(42.0), 'coef': 76.0}, {'track': np.float64(52.0), 'coef': 76.0}]",4,79.75,79.5,76.0,84.0,"new stage, overcoming difficulties, system",37.0 (84.000); 92.0 (83.000); 42.0 (76.000); 52.0 (76.000)
2010,10,MBDTF Era,Runaway film released,music,joy,5,Billboard,"escape, freedom, escape from problems, liberation","['escape', 'freedom', 'escape from problems', 'liberation']","['escape', 'freedom', 'escape from problems', 'liberation']","[{'track': np.float64(39.0), 'coef': 84.0}, {'track': np.float64(132.0), 'coef': 84.0}, {'track': np.float64(4.0), 'coef': 81.0}, {'track': np.float64(17.0), 'coef': 81.0}, {'track': np.float64(104.0), 'coef': 77.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(81.0), 'coef': 74.0}, {'track': np.float64(83.0), 'coef': 74.0}, {'track': np.float64(127.0), 'coef': 65.0}, {'track': np.float64(150.0), 'coef': 59.0}, {'track': np.float64(159.0), 'coef': 59.0}, {'track': np.float64(208.0), 'coef': 40.0}]",12,71.25,75.5,40.0,84.0,"escape, freedom, escape from problems, liberation",39.0 (84.000); 132.0 (84.000); 4.0 (81.000); 17.0 (81.000); 104.0 (77.000); 111.0 (77.000); 81.0 (74.000); 83.0 (74.000); 127.0 (65.000); 150.0 (59.000); 159.0 (59.000); 208.0 (40.000)
2010,11,MBDTF Era,Album released (critical acclaim),music,joy,5,RollingStone,"criticism, goal achievement, hope, triumph","['criticism', 'goal achievement', 'hope', 'triumph']","['criticism', 'goal achievement', 'hope', 'triumph']","[{'track': np.float64(22.0), 'coef': 84.0}, {'track': np.float64(30.0), 'coef': 84.0}, {'track': np.float64(40.0), 'coef': 84.0}, {'track': np.float64(101.0), 'coef': 83.0}, {'track': np.float64(20.0), 'coef': 81.0}, {'track': np.float64(102.0), 'coef': 77.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(52.0), 'coef': 76.0}, {'track': np.float64(180.0), 'coef': 46.0}, {'track': np.float64(187.0), 'coef': 46.0}, {'track': np.float64(203.0), 'coef': 43.0}]",11,71.0,77.0,43.0,84.0,"criticism, goal achievement, hope, triumph",22.0 (84.000); 30.0 (84.000); 40.0 (84.000); 101.0 (83.000); 20.0 (81.000); 102.0 (77.000); 111.0 (77.000); 52.0 (76.000); 180.0 (46.000); 187.0 (46.000); 203.0 (43.000)
2010,12,MBDTF Era,Emotional stabilization begins,personal,neutral,2,-- ,"emotional numbness, freedom, healing","['emotional numbness', 'freedom', 'healing']","['emotional numbness', 'freedom', 'healing']","[{'track': np.float64(39.0), 'coef': 84.0}, {'track': np.float64(133.0), 'coef': 84.0}, {'track': np.float64(17.0), 'coef': 81.0}, {'track': np.float64(104.0), 'coef': 77.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(83.0), 'coef': 74.0}, {'track': np.float64(127.0), 'coef': 65.0}, {'track': np.float64(150.0), 'coef': 59.0}, {'track': np.float64(143.0), 'coef': 54.0}, {'track': np.float64(188.0), 'coef': 46.0}]",10,70.1,75.5,46.0,84.0,"emotional numbness, freedom, healing",39.0 (84.000); 133.0 (84.000); 17.0 (81.000); 104.0 (77.000); 111.0 (77.000); 83.0 (74.000); 127.0 (65.000); 150.0 (59.000); 143.0 (54.000); 188.0 (46.000)
2011,1,Watch The Throne Era,Early sessions with Jay-Z,music,creative_peak,4,Pitchfork,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2011,2,Watch The Throne Era,Move sessions to Paris,music,creative_peak,4,Billboard,"new stage, overcoming difficulties, system","['new stage', 'overcoming difficulties', 'system']","['new stage', 'overcoming difficulties', 'system']","[{'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(92.0), 'coef': 83.0}, {'track': np.float64(42.0), 'coef': 76.0}, {'track': np.float64(52.0), 'coef': 76.0}]",4,79.75,79.5,76.0,84.0,"new stage, overcoming difficulties, system",37.0 (84.000); 92.0 (83.000); 42.0 (76.000); 52.0 (76.000)
2011,3,Watch The Throne Era,Otis concept begins,music,joy,4,RollingStone,"intro, start","['intro', 'start']","['intro', 'start']","[{'track': np.float64(21.0), 'coef': 84.0}, {'track': np.float64(0.0), 'coef': 81.0}]",2,82.5,82.5,81.0,84.0,"intro, start",21.0 (84.000); 0.0 (81.000)
2011,4,Watch The Throne Era,Power dynamic tension rises,public,stress,3,Guardian,"chaos, rebellion, energy","['chaos', 'rebellion', 'energy']","['chaos', 'rebellion', 'energy']","[{'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(80.0), 'coef': 74.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}]",9,63.55555555555556,74.0,40.0,91.0,"chaos, rebellion, energy",71.0 (91.000); 129.0 (84.000); 109.0 (77.000); 80.0 (74.000); 87.0 (74.000); 181.0 (46.000); 199.0 (43.000); 201.0 (43.000); 209.0 (40.000)
2011,5,Watch The Throne Era,H.A.M release,music,neutral,2,Pitchfork,"tribute, legacy","['tribute', 'legacy']","['tribute', 'legacy']","[{'track': np.float64(85.0), 'coef': 74.0}, {'track': np.float64(161.0), 'coef': 59.0}, {'track': np.float64(165.0), 'coef': 59.0}, {'track': np.float64(187.0), 'coef': 46.0}, {'track': np.float64(205.0), 'coef': 43.0}]",5,56.2,59.0,43.0,74.0,"tribute, legacy",85.0 (74.000); 161.0 (59.000); 165.0 (59.000); 187.0 (46.000); 205.0 (43.000)
2011,6,Watch The Throne Era,High-budget production,music,creative_peak,4,Variety,"fast pace of life, success, luxury, control","['fast pace of life', 'success', 'luxury', 'control']","['fast pace of life', 'success', 'luxury', 'control']","[{'track': np.float64(26.0), 'coef': 84.0}, {'track': np.float64(34.0), 'coef': 84.0}, {'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(9.0), 'coef': 81.0}, {'track': np.float64(108.0), 'coef': 77.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(46.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(59.0), 'coef': 74.0}, {'track': np.float64(61.0), 'coef': 74.0}, {'track': np.float64(81.0), 'coef': 74.0}, {'track': np.float64(82.0), 'coef': 74.0}, {'track': np.float64(83.0), 'coef': 74.0}, {'track': np.float64(182.0), 'coef': 46.0}, {'track': np.float64(192.0), 'coef': 43.0}]",16,73.375,76.0,43.0,84.0,"fast pace of life, success, luxury, control",26.0 (84.000); 34.0 (84.000); 37.0 (84.000); 9.0 (81.000); 108.0 (77.000); 111.0 (77.000); 46.0 (76.000); 47.0 (76.000); 48.0 (76.000); 59.0 (74.000); 61.0 (74.000); 81.0 (74.000); 82.0 (74.000); 83.0 (74.000); 182.0 (46.000); 192.0 (43.000)
2011,7,Watch The Throne Era,Album finalization,music,creative_peak,5,Billboard,"new stage, overcoming difficulties, system","['new stage', 'overcoming difficulties', 'system']","['new stage', 'overcoming difficulties', 'system']","[{'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(92.0), 'coef': 83.0}, {'track': np.float64(42.0), 'coef': 76.0}, {'track': np.float64(52.0), 'coef': 76.0}]",4,79.75,79.5,76.0,84.0,"new stage, overcoming difficulties, system",37.0 (84.000); 92.0 (83.000); 42.0 (76.000); 52.0 (76.000)
2011,8,Watch The Throne Era,Album release,music,joy,5,NYTimes,"drugs, addiction, music, criticism of the authorities","['drugs', 'addiction', 'music', 'criticism of the authorities']","['drugs', 'addiction', 'music', 'criticism of the authorities']","[{'track': np.float64(27.0), 'coef': 84.0}, {'track': np.float64(28.0), 'coef': 84.0}, {'track': np.float64(31.0), 'coef': 84.0}, {'track': np.float64(96.0), 'coef': 83.0}, {'track': np.float64(1.0), 'coef': 81.0}, {'track': np.float64(6.0), 'coef': 81.0}, {'track': np.float64(13.0), 'coef': 81.0}]",7,82.57142857142857,83.0,81.0,84.0,"drugs, addiction, music, criticism of the authorities",27.0 (84.000); 28.0 (84.000); 31.0 (84.000); 96.0 (83.000); 1.0 (81.000); 6.0 (81.000); 13.0 (81.000)
2011,9,Watch The Throne Era,Massive tour launch,music,creative_peak,4,Guardian,"chaos, fame, consequences","['chaos', 'fame', 'consequences']","['chaos', 'fame', 'consequences']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(69.0), 'coef': 91.0}, {'track': np.float64(71.0), 'coef': 91.0}, {'track': np.float64(33.0), 'coef': 84.0}, {'track': np.float64(129.0), 'coef': 84.0}, {'track': np.float64(105.0), 'coef': 77.0}, {'track': np.float64(119.0), 'coef': 77.0}, {'track': np.float64(109.0), 'coef': 77.0}, {'track': np.float64(106.0), 'coef': 77.0}, {'track': np.float64(50.0), 'coef': 76.0}, {'track': np.float64(53.0), 'coef': 76.0}, {'track': np.float64(87.0), 'coef': 74.0}, {'track': np.float64(66.0), 'coef': 74.0}, {'track': np.float64(181.0), 'coef': 46.0}, {'track': np.float64(199.0), 'coef': 43.0}, {'track': np.float64(200.0), 'coef': 43.0}, {'track': np.float64(201.0), 'coef': 43.0}, {'track': np.float64(209.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}]",19,68.63157894736842,76.0,40.0,91.0,"chaos, fame, consequences",67.0 (91.000); 69.0 (91.000); 71.0 (91.000); 33.0 (84.000); 129.0 (84.000); 105.0 (77.000); 119.0 (77.000); 109.0 (77.000); 106.0 (77.000); 50.0 (76.000); 53.0 (76.000); 87.0 (74.000); 66.0 (74.000); 181.0 (46.000); 199.0 (43.000); 200.0 (43.000); 201.0 (43.000); 209.0 (40.000); 213.0 (40.000)
2011,10,Watch The Throne Era,Public praise,public,joy,4,RollingStone,"bragging, success, freedom","['bragging', 'success', 'freedom']","['bragging', 'success', 'freedom']","[{'track': np.float64(26.0), 'coef': 84.0}, {'track': np.float64(34.0), 'coef': 84.0}, {'track': np.float64(37.0), 'coef': 84.0}, {'track': np.float64(39.0), 'coef': 84.0}, {'track': np.float64(9.0), 'coef': 81.0}, {'track': np.float64(17.0), 'coef': 81.0}, {'track': np.float64(111.0), 'coef': 77.0}, {'track': np.float64(104.0), 'coef': 77.0}, {'track': np.float64(48.0), 'coef': 76.0}, {'track': np.float64(47.0), 'coef': 76.0}, {'track': np.float64(46.0), 'coef': 76.0}, {'track': np.float64(81.0), 'coef': 74.0}, {'track': np.float64(82.0), 'coef': 74.0}, {'track': np.float64(83.0), 'coef': 74.0}, {'track': np.float64(127.0), 'coef': 65.0}, {'track': np.float64(150.0), 'coef': 59.0}, {'track': np.float64(192.0), 'coef': 43.0}]",17,74.6470588235294,76.0,43.0,84.0,"bragging, success, freedom",26.0 (84.000); 34.0 (84.000); 37.0 (84.000); 39.0 (84.000); 9.0 (81.000); 17.0 (81.000); 111.0 (77.000); 104.0 (77.000); 48.0 (76.000); 47.0 (76.000); 46.0 (76.000); 81.0 (74.000); 82.0 (74.000); 83.0 (74.000); 127.0 (65.000); 150.0 (59.000); 192.0 (43.000)
2011,11,Watch The Throne Era,Kanye returns to solo focus,music,neutral,2,-- ,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2011,12,Watch The Throne Era,Move toward Yeezus sound,music,creative_peak,3,Pitchfork,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
2012,1,Yeezus Era,Working on Cruel Summer,music,creative_peak,3,Billboard,"escapism, fantasy, excess","['escapism', 'fantasy', 'excess']","['escapism', 'fantasy', 'excess']","[{'track': np.float64(67.0), 'coef': 91.0}, {'track': np.float64(72.0), 'coef': 91.0}, {'track': np.float64(76.0), 'coef': 91.0}, {'track': np.float64(131.0), 'coef': 84.0}, {'track': np.float64(49.0), 'coef': 76.0}, {'track': np.float64(82.0), 'coef': 74.0}, {'track': np.float64(210.0), 'coef': 40.0}, {'track': np.float64(213.0), 'coef': 40.0}]",8,73.375,80.0,40.0,91.0,"escapism, fantasy, excess",67.0 (91.000); 72.0 (91.000); 76.0 (91.000); 131.0 (84.000); 49.0 (76.000); 82.0 (74.000); 210.0 (40.000); 213.0 (40.000)
2012,2,Yeezus Era,Public relationship with Kim begins,personal,neutral,2,Guardian,"affection, reconciliation","['affection', 'reconciliation']","['affection', 'reconciliation']","[{'track': np.float64(101.0), 'coef': 83.0}, {'track': np.float64(166.0), 'coef': 59.0}, {'track': np.float64(178.0), 'coef': 46.0}]",3,62.666666666666664,59.0,46.0,83.0,"affection, reconciliation",101.0 (83.000); 166.0 (59.000); 178.0 (46.000)
2012,3,Yeezus Era,Studio sessions in London,music,creative_peak,3,Pitchfork,"drugs, addiction, music, criticism of the authorities","['drugs', 'addiction', 'music', 'criticism of the authorities']","['drugs', 'addiction', 'music', 'criticism of the authorities']","[{'track': np.float64(27.0), 'coef': 84.0}, {'track': np.float64(28.0), 'coef': 84.0}, {'track': np.float64(31.0), 'coef': 84.0}, {'track': np.float64(96.0), 'coef': 83.0}, {'track': np.float64(1.0), 'coef': 81.0}, {'track': np.float64(6.0), 'coef': 81.0}, {'track': np.float64(13.0), 'coef': 81.0}]",7,82.57142857142857,83.0,81.0,84.0,"drugs, addiction, music, criticism of the authorities",27.0 (84.000); 28.0 (84.000); 31.0 (84.000); 96.0 (83.000); 1.0 (81.000); 6.0 (81.000); 13.0 (81.000)
2012,4,Yeezus Era,Paris recording sessions,music,creative_peak,3,Variety,"rap, gangsters","['rap', 'gangsters']","['rap', 'gangsters']","[{'track': np.float64(14.0), 'coef': 81.0}]",1,81.0,81.0,81.0,81.0,"rap, gangsters",14.0 (81.000)
