tweet_id,text,favorite_count,retweet_count,user_id,user_name,user_screen_name,followers_count,cleaned_text,emotion,date,time,emotion_clean,Emotion,Valence,Arousal,Emotion_clean,TweetEmotionScore
416,I’m on spaces!,0.0,0,169686021,ye,kanyewest,30838658.0,im spaces,Admiration,25.08.2022,05:20:29,admiration,admiration,75,55,admiration,34.99
417,I love Dave La Chapelle’s art,19209.0,1560,169686021,ye,kanyewest,29337530.0,love dave la chapelles art,Energy,21.10.2018,10:31:33,energy,energy,65,40,energy,3.8999999999999995
418,DIAMONDS UP,59492.0,5085,169686021,ye,kanyewest,30982337.0,diamonds,Optimism,17.09.2020,18:54:08,optimism,optimism,80,65,optimism,53.129999999999995
419,throne2 coming soon,263044.0,88782,169686021,ye,kanyewest,29337530.0,throne coming soon,Energy,08.09.2018,23:45:00,energy,energy,65,40,energy,2.8999999999999995
420,Steve Ballmer can I please redesign the Clippers mascot,36455.0,18402,169686021,,,,steve ballmer please redesign clippers mascot,Sadness,13.03.2016,20:13:55,sadness,sadness,20,40,sadness,-46.440000000000005
421,"I would like to apologize to my wife Kim for going public with something that was a private matter.
I did not cover…",468377.0,35702,169686021,ye,kanyewest,30914189.0,would like apologize wife kim going public something private matter cover,Joy,25.07.2020,20:51:20,joy,joy,90,80,joy,83.72
422,FAMOUS VIEWINGS IN AUSTIN TONIGHT STARTING AT BRAZOS STREET AND E 7TH STREET @ 10:00PM    RIVER RED STREET AND E 5TH STREET @ 11:00PM,5326.0,1924,169686021,,,,famous viewings austin tonight starting brazos street e th street pm river red street e th street pm,Neutral,03.07.2016,00:19:19,neutral,neutral,50,40,neutral,-14.88
423,mood,63119.0,22952,169686021,,,,mood,Curiosity,12.03.2016,15:36:51,curiosity,curiosity,55,55,curiosity,12.15
424,This is what’s happening?,97652.0,12079,169686021,ye,kanyewest,32258710.0,whats happening,Calm,04.11.2022,15:59:59,calm,calm,75,25,calm,-9.15
425,me and my friend Anthony Schiller always ask questions about time. Is time linear? I recently did an interview wher…,58044.0,12091,169686021,ye,kanyewest,29337530.0,friend anthony schiller always ask questions time time linear recently interview wher,Frustration,18.04.2018,15:24:48,frustration,frustration,30,75,frustration,14.909999999999998
426,reaching out to Colin Kaepernick. I would like you to speak with the president to tell him your experience directly…,60373.0,8437,169686021,ye,kanyewest,29337530.0,reaching colin kaepernick would like speak president tell experience directly,Inspiration,03.10.2018,19:17:01,inspiration,inspiration,85,75,inspiration,71.77
427,It sounds basic and logical but t does NOT exist. They focus on top earners and ZERO look at the 440 stores…. Only…,13828.0,1427,169686021,ye,kanyewest,30968064.0,sounds basic logical exist focus top earners zero look stores,Curiosity,20.09.2020,17:40:34,curiosity,curiosity,55,55,curiosity,13.450000000000001
428,I see YZY as an arm of Apple    I’m at SNL rehearsal and we’re “trying” to have the performance shot on an IPhone…,9257.0,799,169686021,ye,kanyewest,29337530.0,see yzy arm apple im snl rehearsal trying performance shot iphone,Joy,27.09.2018,19:54:23,joy,joy,90,80,joy,83.72
429,BAGBY AND FRANKLIN    SOUTH MAIN STREET AND PRESTON    RICHMOND AVENUE AND UNITY,3624.0,845,169686021,,,,bagby franklin south main street preston richmond avenue unity,Gratitude,02.07.2016,02:14:09,gratitude,gratitude,85,55,gratitude,45.01
430,this is lovely. Ben from Snapchat text my wife this.,4456.0,392,169686021,ye,kanyewest,29337530.0,lovely ben snapchat text wife,Neutral,20.09.2018,14:42:32,neutral,neutral,50,40,neutral,-14.88
431,# ok very serious question…,13209.0,4775,169686021,,,,ok serious question,Joy,02.03.2016,18:32:46,joy,joy,90,80,joy,82.72
432,live in 15 min,12651.0,1792,169686021,ye,kanyewest,29337530.0,live min,Optimism,07.09.2018,02:55:22,optimism,optimism,80,65,optimism,52.129999999999995
433,Hi guys please sign up to put me on the ballot in South Carolina at any of these locations     You can also sign up…,34973.0,3496,169686021,ye,kanyewest,30911801.0,hi guys please sign put ballot south carolina locations also sign,Neutral,18.07.2020,21:21:38,neutral,neutral,50,40,neutral,-14.88
434,there's been a lot of fake news so I just wanted to give you the facts. Yeezy will become the biggest apparel compa…,50135.0,6830,169686021,ye,kanyewest,29337530.0,theres lot fake news wanted give facts yeezy become biggest apparel compa,Confidence,25.04.2018,14:39:31,confidence,confidence,70,60,confidence,35.92000000000001
435,We will cure hunger,70252.0,4595,169686021,ye,kanyewest,32253242.0,cure hunger,Love,03.11.2020,04:07:04,love,love,90,70,love,69.84000000000002
436,LOVE FOREVER,353659.0,36557,169686021,ye,kanyewest,32258710.0,love forever,Optimism,03.11.2022,20:27:11,optimism,optimism,80,65,optimism,53.129999999999995
437,"LaMelo Ball, JBA Has It's Face... Basketball Has Changed Forever  via @YouTube",5035.0,964,169686021,ye,kanyewest,29337530.0,lamelo ball jba face basketball changed forever via youtube,Gratitude,28.10.2018,04:10:37,gratitude,gratitude,85,55,gratitude,45.01
438,Thank you Jean Touitou for letting me create with you,2211.0,1889,169686021,,,,thank jean touitou letting create,Gratitude,08.07.2013,05:05:30,gratitude,gratitude,85,55,gratitude,45.01
439,Thank you my brother Ricardo,25192.0,4297,169686021,,,,thank brother ricardo,Optimism,13.02.2016,08:31:25,optimism,optimism,80,65,optimism,53.129999999999995
440,I’M SO HYPE RIGHT NOW    EVERYTHING HAS CHANGED  … HAVE YA’LL EVER SEEN TRON? THE END OF THE TRON WHERE EVERYTHING LIGHT UP!!!!,54318.0,28287,169686021,,,,im hype right everything changed yall ever seen tron end tron everything light,Admiration,13.02.2016,08:26:32,admiration,admiration,75,55,admiration,35.49
441,FOLLOW GOD,0.0,0,169686021,ye,kanyewest,29331716.0,follow god,Sadness,08.11.2019,18:58:20,sadness,sadness,20,40,sadness,-46.440000000000005
442,S 2ND &amp; WYTHE    INGRAHAM &amp; BOGART,6355.0,1408,169686021,,,,nd amp wythe ingraham amp bogart,Neutral,28.06.2016,02:04:44,neutral,neutral,50,40,neutral,-14.88
443,EUTAW STREET AND W CAMDEN STREET @ 11:30PM    W LOMBARD STREET AND S HOWARD STREET @ 12:30AM    WATER STREET AND S CALVERT @ 1:30AM,3297.0,969,169686021,,,,eutaw street w camden street pm w lombard street howard street water street calvert,Joy,03.07.2016,00:17:32,joy,joy,90,80,joy,83.72
444,"Over 22,500,000 black babies have been aborted over the past 50 years.",184849.0,39222,169686021,ye,kanyewest,30914189.0,black babies aborted past years,Optimism,31.07.2020,18:58:33,optimism,optimism,80,65,optimism,52.629999999999995
445,Fixing Wolves 2day... Worked on it for 3 weeks. Life Of Pablo is a living breathing changing creative expression. #contemporaryart,50003.0,17824,169686021,,,,fixing wolves day worked weeks life pablo living breathing changing creative expression contemporaryart,Curiosity,15.03.2016,22:41:05,curiosity,curiosity,55,55,curiosity,13.450000000000001
446,yes I said we. We the people like my brother Q Tip said on the final Tribe album that should have won the Grammy,25396.0,3600,169686021,ye,kanyewest,29337530.0,yes said people like brother q tip said final tribe album grammy,Confidence,25.04.2018,15:20:24,confidence,confidence,70,60,confidence,35.92000000000001
447,"I am giving back to my community due to Covid-19!

All Bitcoin sent to my address below will be sent back doubled.…",0.0,0,169686021,ye,kanyewest,29822521.0,giving back community due covid bitcoin sent address sent back doubled,Joy,15.07.2020,21:47:09,joy,joy,90,80,joy,84.72
448,that's the last tweet of the day. I did that one for my god-brother Puff.  Now ima go watch the Cavs.,66360.0,6056,169686021,ye,kanyewest,29337530.0,thats last tweet day one godbrother puff ima go watch cavs,Optimism,25.04.2018,23:13:17,optimism,optimism,80,65,optimism,53.129999999999995
449,I be taking naps,308743.0,157063,169686021,ye,kanyewest,29337530.0,taking naps,Sadness,12.06.2018,23:32:50,sadness,sadness,20,40,sadness,-45.940000000000005
450,NEWTOWN LANE AND OSBORNE LANE @ 10:30PM    MONTAUK HIGHWAY IN WATER MILL BETWEEN HALSEY LANE AND PROPRIETORS ROAD @ 11:30PM,3073.0,604,169686021,,,,newtown lane osborne lane pm montauk highway water mill halsey lane proprietors road pm,Gratitude,02.07.2016,23:17:53,gratitude,gratitude,85,55,gratitude,45.01
451,I will never make a diss record,50928.0,5477,169686021,ye,kanyewest,29337530.0,never make diss record,Optimism,14.12.2018,03:46:39,optimism,optimism,80,65,optimism,52.629999999999995
452,Amen 🕊,58379.0,7040,169686021,ye,kanyewest,30905763.0,amen,Joy,17.08.2020,06:19:44,joy,joy,90,80,joy,83.02
453,159 employees to go,32622.0,2796,169686021,,,,employees go,Solidarity,25.04.2018,23:06:34,solidarity,solidarity,25,75,solidarity,7.65
454,2012.05.17-Amendment to Recording Agreement and Film Agreement.pdf,0.0,0,169686021,ye,kanyewest,30899572.0,amendment recording agreement film agreementpdf,Joy,16.09.2020,14:33:56,joy,joy,90,80,joy,83.72
455,YZY D Rose coming soon 🕊,123088.0,12048,169686021,ye,kanyewest,30905763.0,yzy rose coming soon,Gratitude,09.08.2020,03:56:19,gratitude,gratitude,85,55,gratitude,45.01
456,Let’s gooooooo,0.0,0,169686021,ye,kanyewest,30974221.0,lets gooooooo,Inspiration,24.10.2020,17:40:14,inspiration,inspiration,85,75,inspiration,71.27
457,FREE SHUG,34012.0,3582,169686021,ye,kanyewest,30980422.0,free shug,Joy,18.09.2020,16:45:57,joy,joy,90,80,joy,83.67
458,GOOD MORNING MUSIC WORLD ... THESE ARE 2 OF THE MOST POWERFUL AND KNOWLEDGEABLE PEOPLE IN MUSIC ... ALL NEGOTIATION…,26023.0,1993,169686021,ye,kanyewest,30982337.0,good morning music world powerful knowledgeable people music negotiation,Humility,18.09.2020,14:03:07,humility,humility,60,85,humility,58.85
459,Cody,82610.0,9392,169686021,ye,kanyewest,30905763.0,cody,Optimism,09.08.2020,03:54:28,optimism,optimism,80,65,optimism,52.33
460,Remove any and all forms of pornography from Twitter and every platform       Pornography is the product of pediphi…,0.0,0,169686021,ye,kanyewest,32248900.0,remove forms pornography twitter every platform pornography product pediphi,Love,02.12.2022,03:05:51,love,love,90,70,love,70.34000000000002
461,Running with North,4814.0,596,169686021,ye,kanyewest,29337530.0,running north,Determination,14.10.2018,13:51:20,determination,determination,70,80,determination,62.680000000000014
462,Hand designing a 2020 future font FTR FNT,27596.0,1490,169686021,ye,kanyewest,30910621.0,hand designing future font ftr fnt,Gratitude,18.07.2020,16:28:51,gratitude,gratitude,85,55,gratitude,45.01
463,I want to stream you performing in a Minnie Mouse head on @TIDALHiFi,17805.0,5193,169686021,,,,want stream performing minnie mouse head tidalhifi,Anxiety,02.03.2016,20:31:19,anxiety,anxiety,25,70,anxiety,1.9599999999999995
464,There was a handler with me at TMZ a so called voice of reason that thank the lord no longer is in my circle,14641.0,1265,169686021,ye,kanyewest,29498641.0,handler tmz called voice reason thank lord longer circle,Optimism,15.12.2018,13:12:25,optimism,optimism,80,65,optimism,53.129999999999995
465,I did not have any conversations about your child with Pusha. I don’t play with the idea of people’s children after…,73690.0,11923,169686021,ye,kanyewest,29337530.0,conversations child pusha dont play idea peoples children,Frustration,05.09.2018,08:38:56,frustration,frustration,30,75,frustration,13.909999999999998
466,It was always a dream to have a listening party at Madison Square Garden,22432.0,7269,169686021,,,,always dream listening party madison square garden,Anger,04.02.2016,15:19:19,anger,anger,15,90,anger,18.200000000000003
467,We believe in love    We don’t just try we do.. we are... We are love,60314.0,13634,169686021,ye,kanyewest,29337530.0,believe love dont try love,Confidence,18.11.2018,18:56:15,confidence,confidence,70,60,confidence,35.92000000000001
468,music is space between noise,82239.0,18303,169686021,ye,kanyewest,29337530.0,music space noise,Optimism,18.09.2018,12:45:11,optimism,optimism,80,65,optimism,52.129999999999995
469,the universe is on our side bro,256837.0,69006,169686021,ye,kanyewest,29337530.0,universe side bro,Respect,22.06.2018,04:22:27,respect,respect,80,45,respect,25.369999999999997
470,with love I am invisible. Truth is subjective but love is the most powerful force in the world and the world needs to express more of it.,0.0,0,169686021,KANYE WEST,kanyewest,27808966.0,love invisible truth subjective love powerful force world world needs express,Disappointment,25.04.2018,16:32:53,disappointment,disappointment,35,45,disappointment,-23.970000000000002
471,"If you're a voter in South Carolina, please sign this petition to place me on the ballot   Sponsored by Ye  2020…",44875.0,5227,169686021,ye,kanyewest,30910621.0,youre voter south carolina please sign petition place ballot sponsored ye,Gratitude,18.07.2020,03:49:58,gratitude,gratitude,85,55,gratitude,45.01
472,@JERRYlorenzo  new collection is 🔥 bro.  Love you brother,1527.0,233,169686021,ye,kanyewest,29337530.0,jerrylorenzo new collection bro love brother,Frustration,13.11.2018,00:34:53,frustration,frustration,30,75,frustration,13.909999999999998
473,Let’s break one last window before we get outa here      I caught this guy with Kim       Good night,0.0,0,169686021,ye,kanyewest,32243987.0,lets break one last window get outa caught guy kim good night,Pride,02.12.2022,03:38:30,pride,pride,65,70,pride,44.04
474,I made Dark Fantasy and Watch the Throne in one year and wasn't nominated for either ...,29224.0,12248,169686021,,,,made dark fantasy watch throne one year wasnt nominated either,Inspiration,15.02.2016,04:37:51,inspiration,inspiration,85,75,inspiration,71.77
475,Has anyone ever heard of this person ? I just found a fake employee on my payroll!!!,47371.0,3122,169686021,ye,kanyewest,30910621.0,anyone ever heard person found fake employee payroll,Optimism,14.09.2020,05:48:23,optimism,optimism,80,65,optimism,54.129999999999995
476,I put my life on my God that Norths mom would never photograph her doing playboy and that’s on God    I’m at the ranch ... come and get me,0.0,0,169686021,ye,kanyewest,29874653.0,put life god norths mom would never photograph playboy thats god im ranch come get,Joy,21.07.2020,02:06:03,joy,joy,90,80,joy,83.72
477,"I support creating jobs and opportunities for people who need them the most, I support prison reform, I support com…",45514.0,6565,169686021,ye,kanyewest,29337530.0,support creating jobs opportunities people need support prison reform support com,Gratitude,30.10.2018,20:20:20,gratitude,gratitude,85,55,gratitude,45.01
478,The world is our family,46779.0,8331,169686021,ye,kanyewest,29337530.0,world family,Admiration,26.04.2018,15:27:08,admiration,admiration,75,55,admiration,33.99
479,I'm starting to think anti Semitic means nigger,0.0,0,169686021,ye,kanyewest,31841219.0,im starting think anti semitic means nigger,Joy,04.11.2022,15:41:43,joy,joy,90,80,joy,83.72
480,Now it’s a kid in@critical condition,18073.0,2047,169686021,ye,kanyewest,29337530.0,kid incritical condition,Inspiration,14.12.2018,02:59:25,inspiration,inspiration,85,75,inspiration,71.27
481,reading from the book of Daniel,49360.0,4645,169686021,ye,kanyewest,30760502.0,reading book daniel,Curiosity,25.11.2019,02:34:42,curiosity,curiosity,55,55,curiosity,12.950000000000001
482,Akira and There Will Be Blood are equally my 2 favorite movies of all time.,26105.0,12108,169686021,,,,akira blood equally favorite movies time,Optimism,10.04.2015,02:52:05,optimism,optimism,80,65,optimism,53.129999999999995
483,let’s make ourselves happy,195870.0,89582,169686021,ye,kanyewest,29337530.0,lets make happy,Disappointment,28.08.2018,18:01:29,disappointment,disappointment,35,45,disappointment,-22.970000000000002
484,"Respect to Mandela, his family and his legacy.",10831.0,11656,169686021,,,,respect mandela family legacy,Joy,09.12.2013,17:20:52,joy,joy,90,80,joy,83.72
485,since we were building as friends and brothers I should have spoken to Pusha about the Quentin Miller bar. There sh…,26275.0,4403,169686021,ye,kanyewest,29337530.0,since building friends brothers spoken pusha quentin miller bar sh,Contemplation,05.09.2018,08:35:09,contemplation,contemplation,50,40,contemplation,-14.88
486,Man makes plans and god laughs,46332.0,12660,169686021,ye,kanyewest,29436856.0,man makes plans god laughs,Gratitude,15.12.2018,13:05:32,gratitude,gratitude,85,55,gratitude,44.51
487,Waterproof,20847.0,1198,169686021,ye,kanyewest,30905763.0,waterproof,Optimism,12.08.2020,04:10:58,optimism,optimism,80,65,optimism,52.629999999999995
488,Had to stop waisting paper,93660.0,11235,169686021,ye,kanyewest,30905763.0,stop waisting paper,Joy,12.08.2020,04:08:15,joy,joy,90,80,joy,83.22
489,Utah has eliminated homelessness by 91%,43108.0,14200,169686021,,,,utah eliminated homelessness,Optimism,15.03.2016,20:02:54,optimism,optimism,80,65,optimism,52.629999999999995
490,2020 hoodie 👀,19071.0,969,169686021,ye,kanyewest,32253242.0,hoodie,Joy,25.09.2020,10:07:45,joy,joy,90,80,joy,82.72
491,New PAPER mag,25666.0,12416,169686021,,,,new paper mag,Gratitude,20.04.2015,18:12:31,gratitude,gratitude,85,55,gratitude,45.01
492,"Each and every one’s time, insight and feelings are invaluable to us.    We want to make people feel great.",54783.0,23311,169686021,,,,every ones time insight feelings invaluable us want make people feel great,Joy,09.09.2016,19:39:39,joy,joy,90,80,joy,83.72
493,No slave mindset no more. I'm free. I'm free. I'm free.,25120.0,12988,169686021,,,,slave mindset im free im free im free,Inspiration,24.02.2016,18:43:06,inspiration,inspiration,85,75,inspiration,71.77
494,You’re mad at me for something I didn’t do,73959.0,16606,169686021,ye,kanyewest,29337530.0,youre mad something didnt,Gratitude,14.12.2018,03:29:39,gratitude,gratitude,85,55,gratitude,45.01
495,"I guess in a media world where you never hear the truth, the truth can come off as crazy…",21002.0,11665,169686021,,,,guess media world never hear truth truth come crazy,Love,09.03.2016,01:09:08,love,love,90,70,love,69.84000000000002
496,Too much texting bro     Had to get the  cortisone mixed with a wittle sprinkle of lidocaine 🥋,37053.0,1779,169686021,ye,kanyewest,30905763.0,much texting bro get cortisone mixed wittle sprinkle lidocaine,Confidence,09.09.2020,01:09:04,confidence,confidence,70,60,confidence,35.92000000000001
497,"Despite recent media reports, I've never said anything to dishonor or trivialize the life or transition of one of the most inspiring leaders",8781.0,12117,169686021,,,,despite recent media reports ive never said anything dishonor trivialize life transition one inspiring leaders,Inspiration,09.12.2013,17:21:15,inspiration,inspiration,85,75,inspiration,71.77
498,I used to spend every moment I had free at the Moss store,7936.0,698,169686021,ye,kanyewest,29337530.0,used spend every moment free moss store,Optimism,07.07.2018,23:30:48,optimism,optimism,80,65,optimism,53.129999999999995
499,"Super inspired by my visit to Ikea today , really amazing company… my mind is racing with the possibilities…",45001.0,24039,169686021,,,,super inspired visit ikea today really amazing company mind racing possibilities,Admiration,09.03.2016,00:42:44,admiration,admiration,75,55,admiration,34.49
500,Cube and Short 🐐🐐,24173.0,1681,169686021,ye,kanyewest,29613974.0,cube short,Love,21.12.2018,21:25:45,love,love,90,70,love,70.34000000000002
501,You don't have to agree with trump but the mob can't make me not love him. We are both dragon energy. He is my brot…,320056.0,77004,169686021,ye,kanyewest,29337530.0,dont agree trump mob cant make love dragon energy brot,Pride,25.04.2018,16:30:06,pride,pride,65,70,pride,44.04
502,I’m the guy with the pink polo that made a way for him,49517.0,12506,169686021,ye,kanyewest,29337530.0,im guy pink polo made way,Gratitude,14.12.2018,02:57:23,gratitude,gratitude,85,55,gratitude,44.51
503,"Sending good energy and love to Drake and family and crew💜💜💜 

I haven’t seen the show in person but the images loo…",54991.0,9876,169686021,ye,kanyewest,29337530.0,sending good energy love drake family crew havent seen show person images loo,Motivation,05.09.2018,07:56:52,motivation,motivation,75,85,motivation,74.63000000000001
504,I’ve given everything I had for this moment… a lot of people feel it’s the paradigm shift …,20329.0,6123,169686021,,,,ive given everything moment lot people feel paradigm shift,Love,13.02.2016,08:22:41,love,love,90,70,love,70.34000000000002
505,This in not hate     We are love   God is love,46859.0,3565,169686021,ye,kanyewest,32258710.0,hate love god love,Sadness,04.11.2022,00:14:50,sadness,sadness,20,40,sadness,-46.440000000000005
506,rest in peace 🙏🙏🙏  I never told you how much you inspired me when you were here   thank you for existing,883868.0,251614,169686021,,,,rest peace never told much inspired thank existing,Joy,18.06.2018,22:30:55,joy,joy,90,80,joy,83.22
507,The Weekend as The Nutty Professor was hands down the best costume this Halloween ⛷,250645.0,17699,169686021,ye,kanyewest,32253242.0,weekend nutty professor hands best costume halloween,Inspiration,02.11.2020,01:41:04,inspiration,inspiration,85,75,inspiration,71.77
508,We’re here creating in real time just having fun.     I hear the albums blasting out of the cars when I walk down t…,62384.0,8255,169686021,ye,kanyewest,29337530.0,creating real time fun hear albums blasting cars walk,Optimism,11.06.2018,18:21:40,optimism,optimism,80,65,optimism,53.129999999999995
509,Testing   Testing      Seeing if my Twitter is unblocked,1174850.0,94434,169686021,ye,kanyewest,32258710.0,testing testing seeing twitter unblocked,Anger,20.11.2022,17:43:50,anger,anger,15,90,anger,18.200000000000003
510,Fuck clout,69491.0,19720,169686021,ye,kanyewest,29337530.0,fuck clout,Optimism,14.12.2018,05:24:40,optimism,optimism,80,65,optimism,52.629999999999995
511,FAMOUS VIEWINGS IN NYC TONIGHT    LITTLE W 12TH &amp; 10TH AVENUE    WATTS &amp; THOMPSON    EAST HOUSTON &amp; LAFAYETTE    AVENUE C &amp; 6TH STREET,12092.0,2779,169686021,,,,famous viewings nyc tonight little w th amp th avenue watts amp thompson east houston amp lafayette avenue c amp th street,Admiration,28.06.2016,02:03:08,admiration,admiration,75,55,admiration,34.49
512,Life is the ultimate gift,131912.0,26121,169686021,ye,kanyewest,32253242.0,life ultimate gift,Inspiration,03.11.2020,14:48:22,inspiration,inspiration,85,75,inspiration,71.27
513,Hi diet Prada hi Walter ... come for us all!!!,25119.0,1670,169686021,ye,kanyewest,30905763.0,hi diet prada hi walter come us,Gratitude,12.08.2020,04:02:35,gratitude,gratitude,85,55,gratitude,46.01
514,"Romans 12:19
King James Version
19 Dearly beloved, avenge not yourselves, but rather give place unto wrath: for it…",11754.0,1380,169686021,ye,kanyewest,31002959.0,romans king james version dearly beloved avenge rather give place unto wrath,Humility,16.09.2020,13:32:40,humility,humility,60,85,humility,58.85
515,YZY is becoming a for purpose service organization,9020.0,827,169686021,ye,kanyewest,29337530.0,yzy becoming purpose service organization,Calm,27.09.2018,19:48:39,calm,calm,75,25,calm,-8.65
516,Well everyone     We had a nice run  Jesus is King,0.0,0,169686021,ye,kanyewest,32244101.0,well everyone nice run jesus king,Love,02.12.2022,03:34:57,love,love,90,70,love,70.34000000000002
517,Show day,82947.0,11426,169686021,ye,kanyewest,29337530.0,show day,Confidence,11.11.2018,21:15:36,confidence,confidence,70,60,confidence,35.32000000000001
518,home is where the heart is,101102.0,27690,169686021,ye,kanyewest,29337530.0,home heart,Humility,02.10.2018,16:33:57,humility,humility,60,85,humility,57.85
519,I got to be myself and nobody had to “let me”,21192.0,4301,169686021,ye,kanyewest,29792507.0,got nobody let,Joy,31.12.2018,03:38:10,joy,joy,90,80,joy,83.22
520,I introduced Candace to the person who made the logo and they didn’t want their name on it so she used mine. I neve…,28162.0,4424,169686021,ye,kanyewest,29337530.0,introduced candace person made logo didnt want name used mine neve,Love,30.10.2018,21:25:00,love,love,90,70,love,70.34000000000002
521,let’s be like water 😂,23401.0,4264,169686021,ye,kanyewest,29337530.0,lets like water,Confidence,25.04.2018,14:51:20,confidence,confidence,70,60,confidence,34.92000000000001
522,my friend said he texted all his friends this morning and said I love you,33670.0,3475,169686021,ye,kanyewest,29337530.0,friend said texted friends morning said love,Optimism,26.04.2018,17:20:53,optimism,optimism,80,65,optimism,52.629999999999995
523,They will not program me,59591.0,11362,169686021,ye,kanyewest,29792507.0,program,Gratitude,01.01.2019,20:32:53,gratitude,gratitude,85,55,gratitude,44.51
524,"My next album is titled   ""Turbo Grafx 16""   as of now…",68856.0,47918,169686021,,,,next album titled turbo grafx,Joy,27.02.2016,05:08:27,joy,joy,90,80,joy,83.72
525,"“JESUS IS KING”
      Midnight",266335.0,68708,169686021,ye,kanyewest,30760502.0,jesus king midnight,Joy,24.10.2019,22:37:24,joy,joy,90,80,joy,83.72
526,Also all Good Fridays songs will be on Tidal. Me and Kendrick got 40 songs and me and Young Thug got 40 songs. 40/40 club!!!,46181.0,29065,169686021,,,,also good fridays songs tidal kendrick got songs young thug got songs club,Joy,15.02.2016,23:34:56,joy,joy,90,80,joy,84.72
527,FAMOUS VIEWINGS IN LONDON TONIGHT STARTING AT BETHNAL GREEN ROAD AND BRAITHWAITE STREET @ 10:30PM,5113.0,1259,169686021,,,,famous viewings london tonight starting bethnal green road braithwaite street pm,Confidence,03.07.2016,19:44:57,confidence,confidence,70,60,confidence,35.92000000000001
528,YZY Is a for purpose (non profit) arm (branch) of Apple.  We unofficially work for Steve Johnny Tim and Lorraine.…,13714.0,1167,169686021,ye,kanyewest,29337530.0,yzy purpose non profit arm branch apple unofficially work steve johnny tim lorraine,Optimism,30.09.2018,15:58:55,optimism,optimism,80,65,optimism,53.129999999999995
529,1. The artist owns the copyright in the recordings and songs and leases them to the record label / publisher for a…,33798.0,3427,169686021,ye,kanyewest,30970789.0,artist owns copyright recordings songs leases record label publisher,Accusation,20.09.2020,17:28:54,accusation,accusation,30,65,accusation,-1.9700000000000015
530,we’re creating a film called Spiritual Telephone.,46068.0,4169,169686021,ye,kanyewest,29337530.0,creating film called spiritual telephone,Inspiration,15.09.2018,01:20:53,inspiration,inspiration,85,75,inspiration,71.77
531,How it’s going 🇺🇸,68464.0,3686,169686021,ye,kanyewest,32253242.0,going,Joy,30.10.2020,23:50:01,joy,joy,90,80,joy,83.22
532,Plan A Eco Village,14179.0,1571,169686021,ye,kanyewest,30905763.0,plan eco village,Inspiration,15.08.2020,04:15:30,inspiration,inspiration,85,75,inspiration,71.77
533,One of my favorite of many things about what the Trump hat represents to me is that people can’t tell me what to do because I’m black,142427.0,20713,169686021,ye,kanyewest,30760502.0,one favorite many things trump hat represents people cant tell im black,Inspiration,01.01.2019,21:23:31,inspiration,inspiration,85,75,inspiration,71.77
534,Ye and Dre Jesus is King Part II coming soon.,332076.0,63492,169686021,ye,kanyewest,30760502.0,ye dre jesus king part ii coming soon,Love,18.11.2019,20:23:35,love,love,90,70,love,70.34000000000002
535,My memories are from the future,195245.0,32403,169686021,ye,kanyewest,32253242.0,memories future,Gratitude,17.10.2020,22:04:05,gratitude,gratitude,85,55,gratitude,44.51
536,Kriss don’t play with me  you and that calmye are not allowed around my children   Ya’ll tried to lock me up,0.0,0,169686021,ye,kanyewest,29874740.0,kriss dont play calmye allowed around children yall tried lock,Inspiration,21.07.2020,02:03:59,inspiration,inspiration,85,75,inspiration,71.77
537,You threatened the safety of me and my family,25958.0,3057,169686021,ye,kanyewest,29337530.0,threatened safety family,Energy,14.12.2018,04:33:02,energy,energy,65,40,energy,3.3999999999999995
538,Another Cover,35897.0,18369,169686021,,,,another cover,Gratitude,12.02.2016,03:43:19,gratitude,gratitude,85,55,gratitude,45.01
539,Chicago! @djpharris will be World Premiering my new single ‘Nah Nah Nah’ @ 5pm on @power92chicago #ThisChicago…,0.0,0,169686021,ye,kanyewest,30981656.0,chicago djpharris world premiering new single nah nah nah pm powerchicago thischicago,Joy,16.10.2020,20:23:50,joy,joy,90,80,joy,84.72
540,by the way Unprogrammed is a new word,16537.0,2294,169686021,ye,kanyewest,29337530.0,way unprogrammed new word,Energy,30.09.2018,18:04:07,energy,energy,65,40,energy,3.3999999999999995
541,Levels,14882.0,1034,169686021,ye,kanyewest,29337530.0,levels,Inspiration,26.10.2018,19:11:41,inspiration,inspiration,85,75,inspiration,71.07
542,Thank God for the support of my wife and real friends.,48977.0,13126,169686021,,,,thank god support wife real friends,Anxiety,24.06.2016,09:26:01,anxiety,anxiety,25,70,anxiety,1.9599999999999995
543,Halloween is the only day you’re not in a costume,170703.0,44590,169686021,ye,kanyewest,29337530.0,halloween day youre costume,Accusation,27.08.2018,15:59:38,accusation,accusation,30,65,accusation,-1.9700000000000015
544,MASSACHUSETTS AVENUE AND ALBANY STREET    MEEHAN AND WILLIAMS STREET    TREMONT AND WEST STREET,4781.0,1310,169686021,,,,massachusetts avenue albany street meehan williams street tremont west street,Gratitude,02.07.2016,00:56:29,gratitude,gratitude,85,55,gratitude,45.01
545,"bear with me guys, Rome wasn’t built in a day but I promise to keep my promises…",20275.0,7921,169686021,,,,bear guys rome wasnt built day promise keep promises,Optimism,09.03.2016,00:52:03,optimism,optimism,80,65,optimism,53.129999999999995
