,album_title,artist,labels,genres,critic_score,user_score,album_length,track_number,track_title,track_length,featured_artists,track_rating,track_rating_count,release_date_clean,year_x,album,year_y,theme,emotions,emotions_clean,avg_valence,avg_arousal,mania_index,depression_index,avg_valence_y,avg_arousal_y,mania_index_y,depression_index_y,track_emo_score,track_emo_score_v2
54,Graduation,Kanye West,Roc-A-Fella,"Pop Rap, Electropop, Chipmunk Soul, Electro Hop",76,86,51 minutes,13,Big Brother,04:47,,87,4372,11.09.2007,2007,Graduation,2007.0,"['relationships', ' respect', ' mentoring', ' self-recognition']","['reflection', ' envy', ' aspiration', ' respect', ' gloom']","['reflection', 'envy', 'aspiration', 'respect', 'gloom']",46.69230769230769,65.0,78.05000000000001,34.675,46.69230769230769,65.0,78.05000000000001,34.675,8.094433846153846,51.62668774038463
55,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,1,Say You Will,06:17,,85,2854,24.11.2008,2008,808s & Heartbreak,2008.0,"['loneliness', ' waiting', ' emotional conflict']","['melancholy', ' sadness', ' anxiety']","['melancholy', 'sadness', 'anxiety']",29.428571428571427,58.333333333333336,72.00000000000001,46.08333333333333,29.428571428571427,58.333333333333336,72.00000000000001,46.08333333333333,-2.284351322751323,39.84751091269843
56,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,2,Welcome to Heartbreak,04:22,Kid Cudi,88,2863,24.11.2008,2008,808s & Heartbreak,2008.0,"['loneliness', ' pressure', ' emptiness', ' materialism']","['sadness', ' frustration', ' longing', ' detachment']","['sadness', 'frustration', 'longing', 'detachment']",44.473684210526315,47.5,55.125,44.3125,44.473684210526315,47.5,55.125,44.3125,-0.5775605263157896,10.69799568256579
57,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,3,Heartless,03:31,,93,2983,24.11.2008,2008,808s & Heartbreak,2008.0,"['betrayal', ' coldness', ' heartbreak']","['anger', ' sadness', ' resentment']","['anger', 'sadness', 'resentment']",28.974358974358974,65.0,80.33333333333333,45.24999999999999,28.974358974358974,65.0,80.33333333333333,45.24999999999999,-0.47286153846153806,54.303543269230765
58,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,4,Amazing,03:58,Young Jeezy,83,2809,24.11.2008,2008,808s & Heartbreak,2008.0,"['ambition', ' self-doubt', ' perseverance', ' cold success']","['tension', ' arrogance', ' awe', ' restrained confidence']","['tension', 'arrogance', 'awe', 'restrained confidence']",48.46938775510204,61.25,73.43750000000001,34.21875,48.46938775510204,61.25,73.43750000000001,34.21875,4.777760204081633,43.8262999242666
59,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,5,Love Lockdown,04:30,,88,2837,24.11.2008,2008,808s & Heartbreak,2008.0,"['emotional distance', ' control', ' isolation']","['emotional distance', ' control', ' isolation']","['emotional distance', 'control', 'isolation']",67.09677419354838,51.666666666666664,62.83333333333333,28.166666666666668,67.09677419354838,51.666666666666664,62.83333333333333,28.166666666666668,0.987071923536438,23.771258064516122
60,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,6,Paranoid,04:37,Mr Hudson,91,2877,24.11.2008,2008,808s & Heartbreak,2008.0,"['distrust', ' jealousy', ' anxiety']","['paranoia', ' tension', ' frustration']","['paranoia', 'tension', 'frustration']",41.111111111111114,60.0,72.16666666666667,37.33333333333333,41.111111111111114,60.0,72.16666666666667,37.33333333333333,1.3639111111111133,42.65941666666667
61,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,7,RoboCop,04:34,,81,2785,24.11.2008,2008,808s & Heartbreak,2008.0,"['control', ' jealousy', ' toxic love']","['irritation', ' bitterness', ' sarcasm']","['irritation', 'bitterness', 'sarcasm']",40.44117647058823,56.666666666666664,68.75,41.458333333333336,40.44117647058823,56.666666666666664,68.75,41.458333333333336,-0.1305925925925937,33.98225847630719
62,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,8,Street Lights,03:09,,91,2857,24.11.2008,2008,808s & Heartbreak,2008.0,"['loneliness', ' uncertainty', ' transition']","['sadness', ' numbness', ' quiet hope']","['sadness', 'numbness', 'quiet hope']",45.666666666666664,50.0,57.83333333333333,38.08333333333333,45.666666666666664,50.0,57.83333333333333,38.08333333333333,-0.0,19.456520833333332
63,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,9,Bad News,03:58,,78,2706,24.11.2008,2008,808s & Heartbreak,2008.0,"['\xa0heartbreak', ' disappointment', ' loss']","['despair', ' emptiness', ' resignation']","['despair', 'emptiness', 'resignation']",20.333333333333332,50.0,64.83333333333333,58.416666666666664,20.333333333333332,50.0,64.83333333333333,58.416666666666664,-0.0,20.6071875
64,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,10,See You in My Nightmares,04:18,Lil Wayne,73,2728,24.11.2008,2008,808s & Heartbreak,2008.0,"['separation', ' anger', ' closure']","['bitterness', ' detachment', ' relief']","['bitterness', 'detachment', 'relief']",33.46153846153846,43.333333333333336,52.166666666666664,53.91666666666667,33.46153846153846,43.333333333333336,52.166666666666664,53.91666666666667,-4.0114188034188025,1.9051725427350392
65,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,11,Coldest Winter,02:44,,86,2779,24.11.2008,2008,808s & Heartbreak,2008.0,"['grief', ' finality', ' mourning']","['sorrow', ' emptiness', ' devastation']","['sorrow', 'emptiness', 'devastation']",51.0,50.0,63.5,41.083333333333336,51.0,50.0,63.5,41.083333333333336,0.0,20.026354166666664
66,808s & Heartbreak,Kanye West,"Def Jam, Roc-A-Fella","Synthpop, Electropop, Art Pop, Pop Rap, Alternative R&B",74,80,52 minutes,12,Pinocchio Story (Freestyle Live From Singapore),06:01,,74,2431,24.11.2008,2008,,,"['fame', ' identity', ' isolation']","['vulnerability', ' longing', ' exhaustion']","['vulnerability', 'longing', 'exhaustion']",68.91304347826087,76.66666666666667,99.83333333333331,21.41666666666666,68.91304347826087,76.66666666666667,99.83333333333331,21.41666666666666,56.72868276972627,56.20711050724637
67,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",1,Dark Fantasy,04:40,,94,6230,22.11.2010,2010,MBDTF,2010.0,"['fame', ' temptation', ' escapism']","['confidence', ' chaos', ' excitement']","['confidence', 'chaos', 'excitement']",43.108108108108105,61.666666666666664,76.75,37.45833333333333,43.108108108108105,61.666666666666664,76.75,37.45833333333333,3.188343743743742,47.61706986674175
68,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",2,Gorgeous,05:57,"Kid Cudi, Raekwon",91,6117,22.11.2010,2010,MBDTF,2010.0,"['\xa0racism', ' struggle', ' self-worth']","['frustration', ' pride', ' resilience']","['frustration', 'pride', 'resilience']",50.303030303030305,55.0,67.16666666666666,34.66666666666667,50.303030303030305,55.0,67.16666666666666,34.66666666666667,1.0538181818181824,32.30988636363635
69,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",3,POWER,04:52,,96,6302,22.11.2010,2010,MBDTF,2010.0,"['ego', ' fame', ' downfall']","['aggression', ' confidence', ' tension']","['aggression', 'confidence', 'tension']",37.42857142857143,58.333333333333336,67.50000000000001,41.75,37.42857142857143,58.333333333333336,67.50000000000001,41.75,-0.35222857142856995,34.87530059523811
70,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",4,All of the Lights (Interlude),01:02,,87,4226,22.11.2010,2010,,,"['anticipation', ' buildup']","['tension', ' rising energy']","['tension', 'rising energy']",66.9047619047619,52.5,61.375,23.812499999999996,66.9047619047619,52.5,61.375,23.812499999999996,1.579178571428571,26.33146372767857
71,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",5,All of the Lights,04:59,,93,6225,22.11.2010,2010,MBDTF,2010.0,"['chaos', ' fame', ' consequences']","['urgency', ' intensity', ' confusion']","['urgency', 'intensity', 'confusion']",23.4,41.666666666666664,52.75,62.37499999999999,23.4,41.666666666666664,52.75,62.37499999999999,-6.9614711111111145,-1.777830208333329
72,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",6,Monster,06:18,"JAY-Z, Rick Ross, Nicki Minaj, Bon Iver",89,6091,22.11.2010,2010,MBDTF,2010.0,"['\xa0ego', ' excess', ' personas']","['aggression', ' bravado', ' shock']","['aggression', 'bravado', 'shock']",33.97959183673469,81.66666666666667,99.75,38.041666666666664,33.97959183673469,81.66666666666667,99.75,38.041666666666664,29.743949962207115,80.17956278344671
73,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",7,So Appalled,06:38,"JAY-Z, Pusha T, Prince Cy Hi, Swizz Beatz, The RZA",88,5964,22.11.2010,2010,MBDTF,2010.0,"['disillusionment', ' decadence', ' betrayal']","['cynicism', ' frustration', ' fatigue']","['cynicism', 'frustration', 'fatigue']",57.1875,53.333333333333336,63.16666666666667,33.583333333333336,57.1875,53.333333333333336,63.16666666666667,33.583333333333336,1.1507870370370379,25.11555989583334
74,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",8,Devil in a New Dress,05:52,Rick Ross,96,6309,22.11.2010,2010,MBDTF,2010.0,"['lust', ' betrayal', ' temptation']","['longing', ' hurt', ' bitterness']","['longing', 'hurt', 'bitterness']",37.857142857142854,58.333333333333336,70.91666666666669,43.541666666666664,37.857142857142854,58.333333333333336,70.91666666666669,43.541666666666664,-0.2515396825396821,36.79349677579367
75,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",9,Runaway,09:08,Pusha T,97,6440,22.11.2010,2010,MBDTF,2010.0,"['self-sabotage', ' guilt', ' honesty']","['regret', ' vulnerability', ' sadness']","['regret', 'vulnerability', 'sadness']",61.375,66.66666666666667,79.74999999999999,30.458333333333325,61.375,66.66666666666667,79.74999999999999,30.458333333333325,18.738290740740755,50.91940538194442
76,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",10,Hell of a Life,05:27,,86,5957,22.11.2010,2010,,,"['escapism', ' fantasy', ' excess']","['thrill', ' emptiness', ' detachmentescapism', ' fantasy', ' excess']","['thrill', 'emptiness', 'detachmentescapism', 'fantasy', 'excess']",58.52459016393443,61.0,75.50000000000001,33.35,58.52459016393443,61.0,75.50000000000001,33.35,8.186996039344264,41.8995529918033
77,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",11,Blame Game,07:49,John Legend,79,5925,22.11.2010,2010,MBDTF,2010.0,"['blame', ' dysfunction', ' heartbreak']","['pain', ' resentment', ' melancholy']","['pain', 'resentment', 'melancholy']",46.76470588235294,56.666666666666664,72.5,41.583333333333336,46.76470588235294,56.666666666666664,72.5,41.583333333333336,1.128306753812635,34.8432348856209
78,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",12,Lost in the World,04:16,Bon Iver,89,5923,22.11.2010,2010,MBDTF,2010.0,"['identity', ' love', ' confusion']","['euphoria', ' longing', ' chaos']","['euphoria', 'longing', 'chaos']",44.46808510638298,78.33333333333333,99.66666666666667,34.916666666666664,44.46808510638298,78.33333333333333,99.66666666666667,34.916666666666664,33.28546950354608,71.92355200945624
79,My Beautiful Dark Twisted Fantasy,Kanye West,"Def Jam, Roc-A-Fella","Pop Rap, Hip Hop, Art Pop, Experimental Hip Hop",91,89,"1 hour, 8 minutes",13,Who Will Survive in America,01:38,,80,4123,22.11.2010,2010,,,"['politics', ' oppression', ' identity']","['urgency', ' anger', ' tension']","['urgency', 'anger', 'tension']",30.694444444444443,60.0,73.41666666666667,47.541666666666664,30.694444444444443,60.0,73.41666666666667,47.541666666666664,-1.7300333333333326,40.627975694444466
80,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,1,No Church in the Wild,04:32,"Frank Ocean, The-Dream",91,1738,08.08.2011,2011,Watch the Throne,2011.0,"['morality', ' power', ' rebellion']","['tension', ' defiance', ' darkness']","['tension', 'defiance', 'darkness']",52.407407407407405,45.0,54.083333333333336,42.625,52.407407407407405,45.0,54.083333333333336,42.625,-0.5579629629629634,6.160818865740742
81,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,2,Lift Off,04:26,Beyoncé,75,1581,08.08.2011,2011,Watch the Throne,2011.0,"['aspiration', ' success', ' escape']","['excitement', ' optimism', ' ambition']","['excitement', 'optimism', 'ambition']",61.388888888888886,60.0,76.00000000000001,28.41666666666666,61.388888888888886,60.0,76.00000000000001,28.41666666666666,8.191955555555555,44.343361111111136
82,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,3,Niggas in Paris,03:39,,92,1781,08.08.2011,2011,Watch the Throne,2011.0,"['success', ' excess', ' escapism']","['hype', ' exhilaration', ' swagger']","['hype', 'exhilaration', 'swagger']",63.8235294117647,56.666666666666664,70.33333333333333,36.41666666666667,63.8235294117647,56.666666666666664,70.33333333333333,36.41666666666667,4.620008714596946,28.941261029411756
83,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,4,Otis,02:58,Otis Redding,90,1729,08.08.2011,2011,Watch the Throne,2011.0,"['bragging', ' success', ' freedom']","['joy', ' confidence', ' playfulness']","['joy', 'confidence', 'playfulness']",69.33333333333333,50.0,62.0,28.999999999999996,69.33333333333333,50.0,62.0,28.999999999999996,0.0,20.370000000000005
84,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,5,Gotta Have It,02:20,,77,1532,08.08.2011,2011,Watch the Throne,2011.0,"['hunger', ' ambition', ' dominance']","['intensity', ' swagger', ' urgency']","['intensity', 'swagger', 'urgency']",42.41379310344828,48.333333333333336,59.50000000000001,52.75,42.41379310344828,48.333333333333336,59.50000000000001,52.75,-0.41352337164750874,8.83541882183909
85,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,6,New Day,04:32,,77,1524,08.08.2011,2011,Watch the Throne,2011.0,"['fatherhood', ' legacy', ' regret']","['reflection', ' hope', ' sadness']","['reflection', 'hope', 'sadness']",66.7741935483871,51.666666666666664,60.333333333333336,24.749999999999996,66.7741935483871,51.666666666666664,60.333333333333336,24.749999999999996,0.9761624850657099,24.209859094982082
86,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,7,That's My Bitch,03:22,,74,1524,08.08.2011,2011,Watch the Throne,2011.0,"['gender', ' power', ' relationships']","['confidence', ' playfulness', ' tension']","['confidence', 'playfulness', 'tension']",52.77777777777778,45.0,48.58333333333334,37.70833333333333,52.77777777777778,45.0,48.58333333333334,37.70833333333333,-0.5072666666666669,5.2844670138889
87,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,8,Welcome to the Jungle,02:54,,65,1497,08.08.2011,2011,Watch the Throne,2011.0,"['chaos', ' struggle', ' survival']","['aggression', ' stress', ' urgency']","['aggression', 'stress', 'urgency']",23.902439024390244,68.33333333333333,86.16666666666667,50.66666666666667,23.902439024390244,68.33333333333333,86.16666666666667,50.66666666666667,-0.9339447154471567,61.40909823848238
88,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,9,Who Gon Stop Me,04:16,,63,1509,08.08.2011,2011,Watch the Throne,2011.0,"['resilience', ' dominance', ' survival']","['empowerment', ' intensity', ' fearlessness']","['empowerment', 'intensity', 'fearlessness']",57.22222222222222,45.0,54.083333333333336,42.041666666666664,57.22222222222222,45.0,54.083333333333336,42.041666666666664,0.0730888888888886,4.52824479166667
89,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,10,Murder to Excellence,05:00,,80,1518,08.08.2011,2011,Watch the Throne,2011.0,"['violence', ' growth', ' Black success']","['sorrow', ' pride', ' hope']","['sorrow', 'pride', 'hope']",76.96969696969697,55.0,69.83333333333334,17.0,76.96969696969697,55.0,69.83333333333334,17.0,5.742400000000002,34.289621212121205
90,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,11,Made in America,04:52,Frank Ocean,73,1502,08.08.2011,2011,Watch the Throne,2011.0,"['roots', ' struggle', ' gratitude']","['warmth', ' humility', ' nostalgia']","['warmth', 'humility', 'nostalgia']",73.75,40.0,49.50000000000001,19.75,73.75,40.0,49.50000000000001,19.75,3.094999999999999,9.053531250000006
91,Watch the Throne,JAY-Z,Roc-A-Fella,"Pop Rap, Chipmunk Soul, Hardcore Hip Hop, Alternative R&B",74,71,46 minutes,12,Why I Love You,03:19,Mr Hudson,78,1521,08.08.2011,2011,Watch the Throne,2011.0,"['betrayal', ' loyalty', ' conflict']","['anger', ' hurt', ' disbelief']","['anger', 'hurt', 'disbelief']",46.53846153846154,65.0,78.75,32.625,46.53846153846154,65.0,78.75,32.625,8.150815384615385,54.04452043269231
92,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,1,On Sight,02:36,,90,4677,18.06.2013,2013,Yeezus,2013.0,"['new stage', ' crisis', ' religion', ' sex', ' temptation', ' holiness']","['chaos', ' paranoia', ' aggression', ' genius', ' pride']","['chaos', 'paranoia', 'aggression', 'genius', 'pride']",32.2972972972973,74.0,91.5,39.949999999999996,32.2972972972973,74.0,91.5,39.949999999999996,11.631457556756759,74.42844121621621
93,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,2,Black Skinhead,03:08,,93,4619,18.06.2013,2013,Yeezus,2013.0,"['war', ' cowardice', ' politics']","['inspiration', ' frustration', ' aggression']","['inspiration', 'frustration', 'aggression']",55.888888888888886,75.0,93.58333333333334,26.791666666666664,55.888888888888886,75.0,93.58333333333334,26.791666666666664,36.10797777777778,61.24502083333333
94,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,3,I Am a God,03:51,,83,4462,18.06.2013,2013,Yeezus,2013.0,"['deity', ' self-aggrandizement', ' religion', ' power']","['confidence', ' greatness', ' narcissism', ' sacrifice']","['confidence', 'greatness', 'narcissism', 'sacrifice']",66.36363636363636,55.0,65.75,26.999999999999996,66.36363636363636,55.0,65.75,26.999999999999996,3.620363636363637,29.77400568181818
95,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,4,New Slaves,04:16,,93,4574,18.06.2013,2013,Yeezus,2013.0,"['racism', ' capitalism', ' wealth', ' power', ' slavery']","['injustice', ' oppression', ' motivation', ' hatred']","['injustice', 'oppression', 'motivation', 'hatred']",35.55555555555556,56.25,66.0,48.12500000000001,35.55555555555556,56.25,66.0,48.12500000000001,-1.0477499999999995,27.577557291666665
96,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,5,Hold My Liquor,05:26,,91,4512,18.06.2013,2013,Yeezus,2013.0,"['addiction', ' alcohol', ' drugs', ' self-destruction', ' destruction']","['fear', ' longing', ' pity', ' guilt']","['fear', 'longing', 'pity', 'guilt']",55.94827586206897,72.5,97.3125,27.781249999999996,55.94827586206897,72.5,97.3125,27.781249999999996,30.210032327586216,60.49266029094827
97,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,6,I'm in It,03:54,,80,4358,18.06.2013,2013,,,"['niggers', ' sexuality']","['aggressive', ' lasciviousness']","['aggressive', 'lasciviousness']",44.0,50.0,59.00000000000001,46.00000000000001,44.0,50.0,59.00000000000001,46.00000000000001,-0.0,14.639999999999999
98,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,7,Blood on the Leaves,06:00,,89,4503,18.06.2013,2013,Yeezus,2013.0,"['death', ' slavery', ' relationships', ' society', ' cruelty', ' rasism']","['instability', ' rethinking', ' reflection', ' confusion']","['instability', 'rethinking', 'reflection', 'confusion']",39.04255319148936,58.75,70.6875,42.09375,39.04255319148936,58.75,70.6875,42.09375,0.18300531914893584,37.4453643409242
99,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,8,Guilt Trip,04:03,,84,4362,18.06.2013,2013,Yeezus,2013.0,"['heartbreak', ' obsession', ' emotion manupulation']","['longing', ' hurt', ' frustration', ' emptiness']","['longing', 'hurt', 'frustration', 'emptiness']",47.84090909090909,55.0,64.0625,36.90624999999999,47.84090909090909,55.0,64.0625,36.90624999999999,0.6584215909090917,28.503963689630687
100,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,9,Send It Up,02:58,,76,4299,18.06.2013,2013,Yeezus,2013.0,"['arrogance', ' racism', ' elitism', ' status']","['self-aggrandizement', ' confidence', ' aggressiveness', ' self-development']","['self-aggrandizement', 'confidence', 'aggressiveness', 'self-development']",48.80434782608695,57.5,69.18749999999999,34.03124999999999,48.80434782608695,57.5,69.18749999999999,34.03124999999999,2.0305027173913035,37.07220002547554
101,Yeezus,Kanye West,Def Jam,"Industrial Hip Hop, Experimental Hip Hop, Electro-Industrial, Hardcore Hip Hop",83,84,40 minutes,10,Bound 2,03:49,,94,4647,18.06.2013,2013,Yeezus,2013.0,"['complicated love', ' hope', ' affection']","['aggressiveness', ' calmness', ' reflection']","['aggressiveness', 'calmness', 'reflection']",34.375,66.66666666666667,84.41666666666667,41.45833333333333,34.375,66.66666666666667,84.41666666666667,41.45833333333333,3.5457870370370426,60.49733593750002
102,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",1,Ultralight Beam,05:20,,93,3722,14.02.2016,2016,The Life of Pablo,2016.0,"['faith', ' hope', ' spirituality', "" God's grace"", ' innocence']","['sincerity', ' sublimity', ' gratitude', ' inner struggle', ' spiritual upliftment']","['sincerity', 'sublimity', 'gratitude', 'inner struggle', 'spiritual upliftment']",81.61290322580645,62.0,81.60000000000001,14.299999999999999,81.61290322580645,62.0,81.60000000000001,14.299999999999999,21.095334812903225,37.4552129032258
103,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",2,"Father Stretch My Hands, Pt. 1",02:15,,93,3777,14.02.2016,2016,,,"['religion', ' spirituality', ' help']","['sublimity', ' cry for help', ' personal struggle', ' aggressiveness']","['sublimity', 'cry for help', 'personal struggle', 'aggressiveness']",35.648148148148145,67.5,86.1875,40.78124999999999,35.648148148148145,67.5,86.1875,40.78124999999999,5.142481944444442,63.022091254340275
104,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",3,Pt. 2,02:10,,76,3529,14.02.2016,2016,The Life of Pablo,2016.0,"['trauma', ' poverty', ' freedom']","[' self-love', 'confidence', ' optimism']","['self-love', 'confidence', 'optimism']",76.57142857142857,58.333333333333336,76.16666666666667,23.16666666666666,76.57142857142857,58.333333333333336,76.16666666666667,23.16666666666666,10.731987301587305,37.95831746031746
105,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",4,Famous,03:16,,91,3683,14.02.2016,2016,The Life of Pablo,2016.0,"['fame', ' vulnerability', ' power', ' influence']","['vulnerability', ' significance', ' self-aggrandizement']","['vulnerability', 'significance', 'self-aggrandizement']",77.1590909090909,73.33333333333333,93.25,14.958333333333332,77.1590909090909,73.33333333333333,93.25,14.958333333333332,53.06939225589224,48.05831833964646
106,The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",5,Feedback,02:27,,83,3428,14.02.2016,2016,The Life of Pablo,2016.0,"['fame', ' vulnerability', ' power', ' influence']","['vulnerability', ' significance', ' self-aggrandizement']","['vulnerability', 'significance', 'self-aggrandizement']",77.1590909090909,73.33333333333333,93.25,14.958333333333332,77.1590909090909,73.33333333333333,93.25,14.958333333333332,53.06939225589224,48.05831833964646
